1085,1244,1096,1937
1086,1245,908,1949
1087,1246,496,1990
1088,1246,496,1991
1089,1246,496,1992
1090,1246,496,1993
1091,1247,575,1990
1092,1248,624,1975
1093,1248,1019,1976
1094,1252,185,1990
1095,1252,185,1991
1096,1252,617,1992
1097,1252,617,1993
1098,1254,587,1929
1099,1254,587,1930
1100,1254,587,1931
1101,1254,587,1932
1102,1255,294,1994
1103,1255,294,1995
1104,1255,294,1996
1105,1269,762,1914
1106,1269,762,1915
1107,1271,452,1971
1108,1271,452,1972
1109,1271,452,1973
1110,1271,452,1974
1111,1272,401,1997
1112,1272,401,1998
1113,1272,401,1999
1114,1273,896,2000
1115,1273,896,2001
1116,1273,896,2002
1117,1274,869,1921
1118,1274,869,1922
1119,1274,869,1923
1120,1275,938,1989
1121,1275,938,1990
1122,1275,938,1991
1123,1278,231,2003
1124,1278,231,2004
1125,1278,231,2006
1126,1280,884,1995
1127,1280,884,1996
1128,1280,884,1997
1129,1284,77,1971
1130,1284,77,1972
1131,1284,77,1973
1132,1284,77,1974
1133,1288,151,1973
1134,1288,151,1974
1135,1288,151,1975
1136,1289,185,1997
1137,1289,652,1998
1138,1289,48,1999
1139,1292,1093,1917
1140,1292,1093,1918
1141,1294,125,1999
1142,1294,125,2000
1143,1294,822,2001
1144,1294,822,2002
1145,1295,1193,1943
1146,1304,528,1922
1147,1304,528,1923
1148,1304,528,1924
1149,1304,528,1925
1150,1306,172,1983
1151,1306,172,1984
1152,1308,1093,1915
1153,1308,1093,1916
1154,1308,1093,1917
1155,1312,904,2005
1156,1312,904,2006
1157,1313,1073,1985
1158,1316,486,1955
1159,1316,486,1956
1160,1316,486,1957
1161,1320,484,1989
1162,1320,484,1990
1163,1320,484,1991
1164,1324,196,1949
1165,1325,1186,1904
1166,1325,1186,1905
1167,1337,996,1961
1168,1337,996,1962
1169,1337,996,1963
1170,1340,967,1925
1171,1340,967,1926
1172,1340,967,1927
1173,1340,967,1928
1174,1341,1060,2008
1175,1341,1060,2009
1176,1341,1060,2010
1177,1346,332,1966
1178,1346,332,1967
1179,1349,1153,1992
1180,1349,1153,1993
1181,1349,1153,1994
1182,1351,1027,1990
1183,1351,1027,1991
1184,1355,224,1903
1185,1355,224,1904
1186,1355,224,1905
1187,1361,310,1963
1188,1361,310,1964
1189,1361,310,1965
1190,1364,854,1984
1191,1367,869,1884
1192,1367,869,1885
1193,1367,869,1886
1194,1370,552,1995
1195,1370,552,1996
1196,1370,552,1997
1197,1373,559,1978
1198,1373,352,1979
1199,1379,658,1985
1200,1379,658,1986
1201,1379,925,1988
1202,1379,925,1989
1203,1380,826,1914
1204,1380,826,1915
1205,1381,826,1913
1206,1381,826,1914
1207,1381,826,1915
1208,1382,72,1997
1209,1382,72,1998
1210,1382,72,1999
1211,1385,927,1985
1212,1385,927,1986
1213,1385,927,1987
1214,1387,494,1911
1215,1387,494,1912
1216,1387,947,1916
1217,1389,104,1966
1218,1389,104,1967
1219,1389,104,1968
1220,1390,114,1978
1221,1394,288,1994
1222,1394,152,1996
1223,1395,904,2004
1224,1395,904,2005
1225,1395,904,2006
1226,1395,904,2007
1227,1397,620,1963
1228,1397,620,1964
1229,1397,620,1965
1230,1400,815,1911
1231,1400,815,1912
1232,1401,101,1927
1233,1405,168,1969
1234,1412,4,1980
1235,1412,4,1981
1236,1412,4,1982
1237,1412,4,1983
1238,1413,1073,1999
1239,1413,175,2000
1240,1417,620,1979
1241,1417,620,1980
1242,1417,620,1981
1243,1417,620,1982
1244,1420,429,2002
1245,1420,429,2003
1246,1420,805,2004
1247,1427,1166,1911
1248,1427,1166,1912
1249,1431,729,1920
1250,1431,376,1921
1251,1433,185,1984
1252,1437,297,2002
1253,1437,297,2003
1254,1437,297,2004
1255,1438,822,1976
1256,1438,822,1977
1257,1438,822,1978
1258,1443,1134,1976
1259,1443,1134,1977
1260,1443,904,1978
1261,1443,904,1979
1262,1444,224,1912
1263,1445,372,2007
1264,1445,372,2008
1265,1449,451,1960
1266,1450,535,1941
1267,1453,1066,1924
1268,1458,814,2001
1269,1458,814,2002
1270,1464,266,2007
1271,1464,266,2008
1272,1464,266,2009
1273,1466,132,1965
1274,1466,132,1966
1275,1471,561,1933
1276,1471,561,1934
1277,1471,561,1936
1278,1476,103,1904
1279,1477,666,1984
1280,1477,666,1985
1281,1477,666,1986
1282,1479,1166,1993
1283,1479,1166,1994
1284,1479,1166,1995
1285,1479,1166,1996
1286,1483,1204,1918
1287,1483,1204,1919
1288,1486,870,1931
1289,1486,870,1932
1290,1486,870,1933
1291,1486,870,1934
1292,1496,619,1909
1293,1496,619,1910
1294,1502,40,1982
1295,1502,40,1983
1296,1502,40,1984
1297,1505,147,1983
1298,1505,147,1984
1299,1505,147,1985
1300,1505,147,1986
1301,1506,997,1996
1302,1506,997,1997
1303,1509,501,2000
1304,1509,501,2001
1305,1509,501,2002
1306,1514,278,1964
1307,1514,278,1965
1308,1517,185,1984
1309,1521,39,1947
1310,1524,1130,1962
1311,1527,372,1957
1312,1527,372,1958
1313,1527,372,1959
1314,1530,270,2002
1315,1530,270,2003
1316,1530,270,2004
1317,1531,79,1898
1318,1531,79,1899
1319,1531,376,1900
1320,1531,376,1901
1321,1531,376,1902
1322,1534,619,1872
1323,1535,147,1903
1324,1535,147,1904
1325,1535,147,1905
1326,1538,995,1979
1327,1538,995,1980
1328,1538,995,1981
1329,1541,181,1990
1330,1541,181,1991
1331,1545,41,1997
1332,1545,41,1998
1333,1545,41,1999
1334,1547,619,1922
1335,1547,619,1923
1336,1547,619,1924
1337,1548,1146,1984
1338,1548,1141,1986
1339,1556,1166,1991
1340,1556,1166,1992
1341,1556,1166,1993
1342,1556,1166,1994
1343,1557,241,1919
1344,1557,241,1920
1345,1557,241,1921
1346,1557,241,1922
1347,1558,147,1992
1348,1558,147,1993
1349,1558,147,1994
1350,1564,41,1967
1351,1566,908,1961
1352,1566,908,1962
1353,1566,908,1963
1354,1567,1182,1933
1355,1568,908,1970
1356,1568,908,1971
1357,1568,908,1972
1358,1569,327,1989
1359,1570,316,1975
1360,1573,500,1979
1361,1573,500,1980
1362,1573,500,1981
1363,1573,500,1982
1364,1574,956,2004
1365,1574,956,2005
1366,1574,956,2006
1367,1575,485,1976
1368,1575,485,1977
1369,1580,965,1959
1370,1580,965,1960
1371,1580,965,1961
1372,1581,608,1988
1373,1581,608,1989
1374,1581,1091,1990
1375,1581,1091,1991
1376,1583,147,2004
1377,1583,147,2005
1378,1583,147,2006
1379,1584,651,1980
1380,1584,608,1981
1381,1584,1091,1982
1382,1587,293,1985
1383,1587,293,1987
1384,1588,808,1975
1385,1588,808,1976
1386,1588,808,1977
1387,1588,808,1978
1388,1589,372,2002
1389,1589,372,2003
1390,1589,372,2004
1391,1590,378,2003
1392,1590,378,2004
1393,1590,378,2005
1394,1591,278,1923
1395,1591,278,1924
1396,1594,617,1966
1397,1594,617,1967
1398,1595,1021,2003
1399,1595,1021,2004
1400,1595,1021,2005
1401,1601,511,1999
1402,1601,511,2000
1403,1601,717,2001
1404,1601,717,2002
1405,1603,133,1972
1406,1603,133,1973
1407,1604,765,1945
1408,1604,765,1946
1409,1604,765,1947
1410,1618,372,1986
1411,1618,372,1987
1412,1620,946,1951
1413,1626,639,1924
1414,1626,639,1925
1415,1626,639,1926
1416,1628,1000,1987
1417,1628,1000,1988
1418,1628,501,1989
1419,1628,501,1990
1420,1633,41,1983
